Date,"Linux","Debian","Ubuntu","Red Hat Enterprise Linux","Windows XP","Windows 7","Windows 8","Windows 8.1","Windows Vista","Windows 10"
2016-07-23,4079,1063,353,474,2847,3282,1705,1110,1309,5174
2016-07-24,4287,1096,404,515,2777,3362,1807,1307,1604,5551
2016-07-25,5555,1388,532,1242,3018,3968,1988,1441,1883,6563
2016-07-26,6147,1359,617,1260,3518,4062,2191,1366,1937,6738
2016-07-27,6105,1466,606,1271,3868,4257,2253,1532,1939,7120
2016-07-28,5858,1600,647,1303,3912,4341,2206,1539,1756,7624
2016-07-29,5701,1340,610,1038,3993,4362,2280,1657,1897,8363
2016-07-30,4417,1106,487,478,3508,3546,1906,1342,1605,7109
2016-07-31,4498,1212,507,556,3471,3410,1900,1295,1651,6150
2016-08-01,6272,1492,693,1212,3951,3820,2098,1372,1859,7114
2016-08-02,5961,1493,718,1368,3853,3952,2147,1337,1948,11396
2016-08-03,6118,1379,703,1156,4205,3939,2150,1363,1746,8857
2016-08-04,6419,1515,794,1219,4152,3903,2069,1310,1754,6919
2016-08-05,5665,1403,699,1074,3375,3427,1866,1286,1697,6247
2016-08-06,4655,1173,454,455,3462,3062,1631,1136,1563,5357
2016-08-07,4672,1174,451,463,2952,3112,1719,1075,1484,4986
2016-08-08,5906,1429,567,1163,3665,3854,1996,1204,1647,5594
2016-08-09,6288,1454,564,1249,4049,3656,1938,1233,1681,5724
2016-08-10,5927,1481,640,1253,4257,3842,1837,1272,1755,5870
2016-08-11,8497,1521,567,1233,3807,3667,1922,1249,1702,5647
2016-08-12,5427,1431,468,1137,4026,3325,1737,1157,1477,5143
2016-08-13,4248,1147,339,464,3013,2726,1391,1041,1383,4620
2016-08-14,4277,1133,401,445,3344,3025,1515,1072,1398,4538
2016-08-15,5348,1463,523,1075,4104,3617,1889,1298,1660,5047
2016-08-16,5863,1985,500,1270,3516,3587,1821,1198,1615,5396
2016-08-17,5874,1589,570,1242,3165,3599,1719,1135,1607,5051
2016-08-18,5524,1400,567,1195,3169,3286,1744,1156,1629,5020
2016-08-19,5384,1357,483,1048,2676,3129,1595,1065,1507,4711
2016-08-20,5171,1135,374,461,2756,3336,1375,957,1823,4331
2016-08-21,4659,1242,345,487,2343,2762,1467,1005,1497,4546
2016-08-22,6466,1449,545,1243,2958,3490,1770,1263,1750,5385
2016-08-23,7462,1636,561,1357,3241,3698,2031,1351,1912,5642
2016-08-24,7087,1710,556,1267,3509,3637,1992,1215,1674,5631
2016-08-25,9882,1651,556,1304,3808,3787,2313,1463,1833,5368
2016-08-26,8223,1537,465,1186,3498,3394,1840,1193,1720,5119
2016-08-27,5910,1186,384,563,3319,2884,1697,1113,1472,4732
2016-08-28,5633,1299,382,562,3531,3106,1779,1252,1562,4832
2016-08-29,7197,1715,508,1332,4321,3750,2166,1254,1804,5289
2016-08-30,7458,1700,590,1385,3956,3782,2133,1339,1922,5452
2016-08-31,7707,1567,576,1367,3942,3800,2116,1309,1867,5465
2016-09-01,6772,1567,604,1328,3980,3671,1895,1273,1741,5298
2016-09-02,5824,1525,585,1121,3889,3564,1766,1315,1751,5003
2016-09-03,4611,1221,462,447,3546,3116,1670,1190,1641,7340
2016-09-04,4685,1220,532,452,3715,3135,1757,1198,1647,4604
2016-09-05,5693,1532,571,806,3839,3699,1875,1333,1855,4954
2016-09-06,6837,1622,567,1299,3716,3904,1926,1292,1886,5202
2016-09-07,6999,1518,630,1312,4276,3990,1932,1217,1805,5049
2016-09-08,7248,1585,613,1283,3803,3824,1974,1313,1823,5220
2016-09-09,6299,1510,600,1180,3918,3765,1845,1188,1704,5190
2016-09-10,4927,1247,454,506,3720,3147,1675,1048,1464,4539
2016-09-11,5379,1247,510,540,3961,3168,1741,1194,1491,4382
2016-09-12,6741,1709,609,1397,3967,3722,1827,1195,1800,4975
2016-09-13,7130,1653,556,1417,4213,3864,1992,1332,1856,5401
2016-09-14,6889,1708,544,1345,3993,3889,2007,1359,1856,5680
2016-09-15,6528,1885,567,1174,3662,3753,2002,1390,1763,5502
2016-09-16,6339,1775,504,1110,3147,3487,1836,1296,1720,4960
2016-09-17,5245,1633,422,542,3427,3119,1569,1131,1559,4722
2016-09-18,5071,1571,464,559,3304,3397,1761,1237,1613,4579
2016-09-19,6688,2101,607,1321,3901,4367,2598,1273,1810,5186
2016-09-20,7043,2054,548,1436,4064,3818,2086,1404,1905,5224
2016-09-21,7298,2089,567,1389,3847,3911,2163,1384,1821,5434
2016-09-22,7775,1837,565,1327,4343,4042,2824,1465,1853,5752
2016-09-23,6244,1504,522,1216,3404,3456,1877,1340,1786,4987
2016-09-24,4717,1280,443,551,2925,3079,1624,1071,1437,4502
2016-09-25,4967,1291,427,507,3505,3334,1763,1181,1600,4757
2016-09-26,7537,1761,621,1327,4296,4122,2030,1393,1794,5453
2016-09-27,6867,1618,513,1333,4024,3908,1989,1348,1790,5274
2016-09-28,6644,1485,572,1319,3748,3748,1930,1428,1904,5286
2016-09-29,6294,1538,644,1355,4016,3947,1974,1350,1768,5136
2016-09-30,5710,1390,507,1154,3052,3334,1732,1213,1575,4994
2016-10-01,4324,1138,373,539,2500,2996,1604,1135,1464,4231
2016-10-02,6015,1185,453,514,2898,3198,1696,1171,1525,4283
2016-10-03,6591,1443,522,1258,3109,3669,2066,1351,1703,4808
2016-10-04,6899,1534,573,1340,3138,3503,1854,1208,1762,4913
2016-10-05,7246,1505,552,1332,2923,3660,1832,1191,1681,4727
2016-10-06,7322,1555,581,1380,2762,3533,1824,1207,1585,4567
2016-10-07,5618,1465,526,1080,2470,2972,1486,1076,1525,4198
2016-10-08,4395,1137,421,479,2297,2642,1407,1116,1334,3996
2016-10-09,4489,1140,455,470,2192,2639,1418,930,1488,4115
2016-10-10,5808,1400,536,1076,2673,3221,1716,1103,1635,4388
2016-10-11,6172,1557,643,1214,2779,3595,1829,1199,1706,4767
2016-10-12,6131,1486,571,1208,3023,3713,1776,1194,1760,5192
2016-10-13,5950,1431,664,1336,2853,3527,1766,1173,1630,4905
2016-10-14,5827,1453,618,1196,2641,3085,1629,1226,1555,4397
2016-10-15,4635,1230,508,496,2315,2738,1406,1101,1406,3971
2016-10-16,4810,1259,547,512,2303,2755,1465,1101,1559,4016
2016-10-17,6239,1502,729,1270,2733,3187,1737,1216,1582,4741
2016-10-18,6449,1588,642,1393,2571,3302,1762,1146,1751,4590
2016-10-19,6299,1619,604,1393,2656,3564,1754,1243,1671,4466
2016-10-20,6901,1481,616,1236,2349,3145,1484,1157,1720,4420
2016-10-21,5949,1336,544,1121,2422,3013,1570,1087,1588,4280
2016-10-22,4683,1158,447,475,2168,2776,1486,1033,1387,3632
2016-10-23,4731,1242,476,486,1974,2368,1329,1039,1411,3726
2016-10-24,6153,1519,632,1320,2540,3135,1463,1191,1641,4325
2016-10-25,6282,1663,634,1342,15197,4665,3644,2058,3256,6403
2016-10-26,5858,1519,560,1358,2804,2968,1584,1151,1620,5020
2016-10-27,5801,1553,655,1282,2570,3029,1609,1213,1715,5289
2016-10-28,5203,1342,592,1079,2467,3001,1541,1112,1670,4788
2016-10-29,4593,1206,394,441,1989,2391,1310,955,1369,3971
2016-10-30,3817,1104,428,395,2133,2655,1286,1048,1874,4417
2016-10-31,4895,1346,569,1126,2502,2854,1501,1174,1645,4783
2016-11-01,5132,1373,595,1125,2390,3033,1569,1173,1640,4914
2016-11-02,5491,1509,614,1378,2477,3320,1685,1284,1729,4960
2016-11-03,5611,1511,694,1411,2723,3080,1515,1139,1891,5059
2016-11-04,5371,1405,514,1208,2361,2982,1502,1137,1817,4651
2016-11-05,4267,1085,450,524,2031,2545,1362,1031,1505,4225
2016-11-06,4341,1263,491,527,2178,2795,1517,1067,1533,4276
2016-11-07,5541,1543,566,1342,2437,3180,1634,1131,1763,4670
2016-11-08,5791,1388,527,1348,2455,2995,1606,1105,1716,4438
2016-11-09,4897,1127,447,1192,2126,2632,1375,952,1386,4045
2016-11-10,5357,1240,499,1210,2526,3089,1708,1222,1701,4699
2016-11-11,4806,1192,540,1004,2410,2824,1481,1101,1669,4137
2016-11-12,3978,1023,387,463,1897,2247,1285,894,1323,3779
2016-11-13,4521,1026,409,496,2010,2525,1370,920,1412,4093
2016-11-14,5762,1387,543,1261,2396,3106,1582,1082,1667,4668
2016-11-15,6357,1418,517,1232,2606,3213,1710,1190,1837,4512
2016-11-16,6340,1490,605,1287,2675,7150,1682,1128,1708,4603
2016-11-17,6634,1422,605,1304,2538,3285,1628,1223,1642,4385
2016-11-18,5681,1309,515,1108,2340,2763,1972,982,1571,4118
2016-11-19,4078,1186,508,486,1943,2378,1216,934,1347,3492
2016-11-20,4778,1127,490,480,2192,2730,1361,1076,1635,4086
2016-11-21,5769,1332,534,1201,2601,3185,1984,1164,1635,4493
2016-11-22,5772,1484,551,1276,2532,2911,2304,1185,1806,4519
2016-11-23,5585,1468,564,1193,2569,3057,1598,1090,1683,4477
2016-11-24,5000,1259,544,966,2522,2808,1533,1069,1593,4197
2016-11-25,5796,1230,424,832,2361,2908,1501,1130,1517,4441
2016-11-26,3997,1046,390,404,2306,2564,1469,1005,1508,3980
2016-11-27,4283,1102,415,478,2253,2631,1557,1039,1490,4007
2016-11-28,5585,1499,515,1166,2685,3125,1824,1239,1689,4806
2016-11-29,5893,1378,527,1371,2509,3108,1617,1244,1609,4634
2016-11-30,5888,1484,528,1233,2701,3196,1682,1180,1739,4537
2016-12-01,5729,1451,531,1400,2635,3058,1633,1213,1701,4567
2016-12-02,5114,1421,455,1154,2359,2724,1544,1091,1529,4985
2016-12-03,3985,1118,396,515,1879,2512,1365,956,1352,4158
2016-12-04,4378,1139,438,478,2051,2569,1469,1290,1446,4327
2016-12-05,5603,1451,573,1245,2561,3055,1736,1342,1669,4420
2016-12-06,5877,1432,534,1189,2500,3011,1738,1285,1695,4436
2016-12-07,5299,1385,558,1248,2266,2935,1588,1084,1670,4403
2016-12-08,5334,1306,516,1264,2655,3010,1602,1097,1680,4383
2016-12-09,5058,1288,455,1050,2509,2682,1533,987,1460,4520
2016-12-10,4022,1007,354,429,2095,2318,1273,905,1362,4051
2016-12-11,4117,1082,403,458,2049,2380,1381,938,1425,3904
2016-12-12,5601,1309,476,1163,2554,2844,1574,1089,1626,4443
2016-12-13,5350,1364,477,1199,2403,2801,1543,1004,1607,4537
2016-12-14,5315,1370,505,1203,2704,3083,1575,1083,1573,4651
2016-12-15,5307,1335,457,1091,2562,2990,1638,1092,1593,4306
2016-12-16,4857,1286,455,1021,2032,2461,1375,974,1308,3982
2016-12-17,3847,1146,420,465,1791,2209,1276,916,1274,3572
2016-12-18,4247,1222,386,505,1893,2418,1313,885,1406,3785
2016-12-19,4997,1285,389,1072,2168,2829,1432,1003,1528,3886
2016-12-20,5025,1538,446,1076,2161,2832,1558,1035,1682,4313
2016-12-21,5044,1396,438,1089,2236,2542,1418,990,1628,4200
2016-12-22,5151,1289,435,973,2081,2571,1442,899,1573,4048
2016-12-23,4166,1152,379,745,1928,2358,1278,947,1347,3801
2016-12-24,3754,883,319,371,1534,2155,1356,884,1219,3414
2016-12-25,3383,963,299,370,1555,2040,1117,810,1262,3436
2016-12-26,4231,1199,370,492,1900,2465,1290,1017,1366,4150
2016-12-27,4689,1329,421,695,2180,2688,1511,976,1580,4245
2016-12-28,4807,1351,445,766,2098,2883,1648,1098,1581,4451
2016-12-29,5012,1250,457,741,2076,2676,1505,1062,1584,4292
2016-12-30,4322,1236,417,615,1812,2350,1218,949,1366,3989
2016-12-31,3328,954,306,347,1603,1957,1124,781,1254,3181
2017-01-01,3438,1109,356,348,1543,2009,1168,825,1333,3339
2017-01-02,4730,1270,478,585,2194,2695,1597,1082,1633,4157
2017-01-03,5493,1504,516,1107,2655,3129,1944,1377,1811,4992
2017-01-04,5794,1540,556,1285,2663,3071,1995,1386,1756,4568
2017-01-05,5682,1442,522,1174,3124,3198,2031,1329,1969,4705
2017-01-06,5313,1513,523,1010,2647,2937,1948,1339,1755,4327
2017-01-07,4446,1229,411,505,2176,2517,1546,1070,1525,3947
2017-01-08,4437,1312,452,481,2363,3014,1522,1066,1736,4269
2017-01-09,6151,1484,545,1242,2448,3373,1636,1111,1780,4675
2017-01-10,5940,1662,558,1380,2478,3226,1657,1098,1994,5076
2017-01-11,6046,1537,613,1380,2378,3409,1695,1160,1968,5299
2017-01-12,6206,1490,625,1446,2461,3641,1841,1266,1919,5093
2017-01-13,5566,1531,634,1220,2414,3264,1750,1177,1989,4857
2017-01-14,4348,1172,497,472,1996,2707,1454,1028,1728,4124
2017-01-15,4802,1411,509,459,2032,2758,1579,1188,1646,4335
2017-01-16,5853,1699,636,1164,2735,3822,1800,1216,2065,4970
2017-01-17,5979,1525,612,1358,3070,3596,1836,1254,2113,4871
2017-01-18,6447,1489,643,1384,2914,3810,1987,1351,2084,4895
2017-01-19,6461,1432,652,1391,2518,3310,1780,1194,1896,4896
2017-01-20,5564,1337,566,1119,2460,4129,1839,1345,1898,4939
2017-01-21,4187,1134,518,455,1889,45216,1464,1065,1509,4105
2017-01-22,4821,1259,505,465,2073,2953,1509,1037,1601,4373
2017-01-23,5851,1504,606,1333,2391,3409,1669,1271,1910,5233
2017-01-24,6237,1505,598,1370,2514,3524,1805,1279,1935,5079
2017-01-25,5842,1535,596,1253,2561,3247,1814,1252,1888,5001
2017-01-26,5680,1473,546,1179,2574,3236,1784,1226,1771,5000
2017-01-27,5582,1523,596,1116,2293,3435,1757,1197,1832,5405
2017-01-28,6287,1136,429,473,2108,2831,1559,1057,1703,4237
2017-01-29,4321,1231,466,437,2197,3222,1891,1103,1612,4462
2017-01-30,5606,1492,570,1266,2504,5443,1753,1229,4032,4990
2017-01-31,5624,1463,609,1361,2576,3665,1864,1341,2987,5136
2017-02-01,5688,1479,577,1292,2483,3241,1819,1255,1861,4968
2017-02-02,5526,1590,559,1334,2521,3476,1650,1242,1854,5143
2017-02-03,5529,1501,552,1223,2344,3109,1515,1192,1816,6102
2017-02-04,4181,1282,408,515,2150,2875,1509,1184,1774,4628
2017-02-05,4316,1178,522,462,2602,2708,2135,1088,1781,4550
2017-02-06,5788,1532,565,1234,2428,3357,1812,1266,1932,4967
2017-02-07,6023,1493,612,1362,2490,3598,1910,1233,1896,4906
2017-02-08,5923,1635,567,1347,2617,3522,1918,1378,1918,5017
2017-02-09,6078,1454,546,1421,2606,3633,2055,1371,1983,5310
2017-02-10,5433,1468,505,1253,2466,3283,1762,1189,1797,5036
2017-02-11,4147,1221,434,536,2283,2832,1561,1126,1707,4586
2017-02-12,6859,1241,555,544,2867,2943,1694,1218,1766,4853
2017-02-13,6257,1570,610,1312,2711,3352,1807,1378,1981,5101
2017-02-14,5672,1583,582,1373,2574,3353,1713,1260,1764,5002
2017-02-15,5494,1451,601,1451,2700,3282,1678,1290,1822,5080
2017-02-16,5714,1532,588,1485,2597,3439,1959,1397,1897,5084
2017-02-17,5151,1453,568,1197,2346,3098,1659,1309,1741,4841
2017-02-18,4133,1137,457,481,2229,2724,1580,1247,1675,4405
2017-02-19,4285,1158,450,496,2238,2895,1524,1196,1735,4577
2017-02-20,5660,1475,638,1160,2567,3171,1755,1446,1854,4981
2017-02-21,5838,1516,760,1335,2711,3273,1787,1325,2070,5216
2017-02-22,5814,1578,666,1398,2952,3333,2766,1334,2428,6531
2017-02-23,5470,1539,600,1338,2434,3167,1743,1307,1915,4892
2017-02-24,6042,1392,555,1182,2339,2905,1514,1117,1743,4598
2017-02-25,4239,1191,447,525,1947,2593,1382,1035,1544,4307
2017-02-26,4355,1145,506,504,7139,2625,1469,1153,1612,4885
2017-02-27,5572,1444,655,1327,2432,3087,1672,1189,1819,5134
2017-02-28,5771,1554,605,1350,2440,3200,1709,1309,1849,5008
2017-03-01,5587,1457,628,1292,2624,3187,1759,1310,1791,5014
2017-03-02,5794,1535,580,1348,2512,3260,1616,1227,1832,4909
2017-03-03,5180,1370,576,1158,2596,2948,1637,1200,1806,4820
2017-03-04,4128,1135,417,503,2012,2474,1404,996,1557,4271
2017-03-05,4493,1271,416,543,2034,2571,1417,1085,1581,4338
2017-03-06,5693,1462,551,1339,2387,3077,1640,1193,1791,4980
2017-03-07,5749,1465,534,1487,2431,3507,1762,1362,1863,5212
2017-03-08,6913,1418,551,1363,2843,4056,2969,1805,2245,6574
2017-03-09,10727,1536,550,1309,2590,3417,1846,1224,1799,6539
2017-03-10,8741,1393,506,1234,2342,3567,1748,1237,1797,5142
2017-03-11,6694,1086,434,544,1962,2520,1396,1077,1620,4300
2017-03-12,5824,1216,457,493,2059,2579,1410,1112,1609,4433
2017-03-13,6530,1573,578,1271,2653,3112,1671,1248,1780,4985
2017-03-14,6397,1515,515,1252,2821,3286,1674,1294,2021,5367
2017-03-15,6446,1556,577,1409,2841,3404,1856,1427,2126,5701
2017-03-16,6276,1475,534,1351,2562,3532,1880,1413,2147,5351
2017-03-17,5775,1338,539,1183,2451,3579,1790,1450,2116,5154
2017-03-18,5660,1228,452,547,2394,2913,1571,1170,1766,4451
2017-03-19,6250,1250,480,503,2115,2862,1575,1166,1851,4586
2017-03-20,5803,1489,636,1312,2408,3298,1787,1419,1970,5268
2017-03-21,5857,1446,632,1579,2450,3267,2232,1295,1878,5465
2017-03-22,6304,1516,534,1389,2558,3439,1727,1258,1877,5259
2017-03-23,5986,1467,574,1466,2574,3158,1669,1185,1824,5106
2017-03-24,5160,1439,582,1164,2335,2889,1528,1161,1650,4729
2017-03-25,4209,1111,397,475,1857,2416,1268,980,1400,4144
2017-03-26,4201,1113,428,523,2340,2627,1412,1034,1493,4151
2017-03-27,5336,1429,528,1295,2395,2887,1564,1155,1739,4741
2017-03-28,5424,1472,541,1334,2771,3209,1710,1310,1880,8242
2017-03-29,5339,1462,637,1307,2385,3167,1617,1169,1862,5205
2017-03-30,5416,1383,582,1332,2385,2885,1604,1210,1723,4950
2017-03-31,5172,1352,515,1099,1981,2607,1416,1025,1561,4491
2017-04-01,4154,1086,430,542,1904,2322,1294,1022,1532,3981
2017-04-02,4254,1163,465,473,1971,2401,1368,1103,1696,4146
2017-04-03,5318,1550,509,1412,2212,2917,1528,1235,1869,4797
2017-04-04,5538,1522,504,1386,2209,2896,1621,1201,1841,5070
2017-04-05,5503,1516,685,1381,2166,2836,1481,1109,1798,5399
2017-04-06,5513,1773,821,1482,2363,2930,1493,1161,1866,5766
2017-04-07,4850,1552,655,1216,2380,2674,1464,1190,1744,5554
2017-04-08,3798,1311,481,524,1773,2269,1173,956,1437,4818
2017-04-09,4189,1245,487,519,1844,2442,1308,1028,1680,4754
2017-04-10,5389,1579,640,1252,2500,3238,1776,1348,3303,5766
2017-04-11,5244,1534,660,1275,2831,4412,2242,1829,5587,7716
2017-04-12,5166,1518,617,1283,2785,4086,2217,1748,4141,7725
2017-04-13,4883,1512,761,1232,2237,3281,1641,1333,2494,6025
2017-04-14,4212,1327,631,805,2010,2791,1448,1264,1950,5341
2017-04-15,3986,1120,416,538,1894,2428,1316,1075,1582,4666
2017-04-16,3802,1107,433,429,1838,2404,1265,977,1775,4367
2017-04-17,4880,1466,584,979,2082,2917,1455,1144,1792,5115
2017-04-18,5453,1532,615,1204,2358,3119,1570,1277,1843,5167
2017-04-19,5242,1509,588,1286,2266,3108,1637,1245,1832,4939
2017-04-20,5432,1447,585,1277,2210,2929,1549,1180,1728,4774
2017-04-21,4803,1422,577,1066,2028,2897,1392,1059,1657,4523
2017-04-22,3882,1173,431,525,1822,2353,1193,975,1404,4136
2017-04-23,3890,1137,477,491,1967,2287,1293,1024,1417,4031
2017-04-24,5145,1475,541,1174,2229,2799,1335,1085,1588,4646
2017-04-25,5300,1574,578,1276,2123,2904,1466,1128,1652,4807
2017-04-26,5164,1399,577,1316,2213,2833,1480,1116,1653,4902
2017-04-27,4846,1393,581,1234,2156,2776,1350,1071,1605,4430
2017-04-28,4607,1348,518,1008,1941,2469,1259,1059,1396,4334
2017-04-29,3621,1135,442,437,1642,2037,1175,973,1236,3661
2017-04-30,3680,1010,412,435,1736,2170,1174,969,1257,3881
2017-05-01,4178,1281,528,810,2060,2488,1287,1032,1499,9356
2017-05-02,5881,1361,533,1187,2178,2927,1549,1144,1665,5722
2017-05-03,5780,1490,585,1259,2173,2935,1477,1150,1490,6126
2017-05-04,5096,1349,590,1182,2214,2942,1453,1103,1532,5123
2017-05-05,5340,1283,519,1076,2060,2782,1419,1074,1495,4485
2017-05-06,4692,2478,421,477,2101,2288,1239,927,1739,5682
2017-05-07,4083,1208,469,470,1888,2243,1259,894,1310,4126
2017-05-08,6152,1493,628,1179,2031,2793,1340,1038,1484,4745
2017-05-09,5321,1543,833,1273,2199,2841,1501,1144,1580,4844
2017-05-10,5010,1308,630,1216,2151,2880,1522,1166,1490,5640
2017-05-11,6046,1432,724,1249,2199,2893,1564,1094,1689,5404
2017-05-12,5068,1284,656,1069,3351,3066,1487,1137,1740,5687
2017-05-13,5363,1158,474,577,7952,4221,3206,1962,2555,5886
2017-05-14,4348,1120,515,542,6587,4184,2864,1865,2525,6026
2017-05-15,6399,1611,676,1341,10512,6165,4013,2691,3595,7802
2017-05-16,6549,1525,671,1322,6366,4448,2793,1918,2590,6445
2017-05-17,6221,1518,602,1362,4005,3776,2231,1498,2104,5906
2017-05-18,5605,1506,567,1296,3667,3622,2065,1484,2085,5624
2017-05-19,5925,1439,532,1064,3185,3197,1755,1241,1791,5162
2017-05-20,4079,1107,396,454,2412,2734,1462,1115,1553,4614
2017-05-21,4121,1081,450,495,2241,2661,1512,1188,1620,4469
2017-05-22,5351,1502,584,1183,2818,3290,1752,1158,1673,5153
2017-05-23,5237,1406,945,1312,2520,3664,1708,1433,1700,5403
2017-05-24,5334,1403,604,1304,2479,3077,1596,1156,1581,5250
2017-05-25,5901,1394,571,1104,2381,3054,1477,1116,1536,5096
2017-05-26,4807,1379,578,1016,2314,2713,1417,962,1472,4739
2017-05-27,3779,1279,498,455,1898,2328,1359,881,1341,4063
2017-05-28,3758,1065,561,402,1738,2293,1288,881,1270,3902
2017-05-29,4671,1310,494,876,2151,2749,1480,995,1547,4556
2017-05-30,5238,1473,474,1216,2326,2978,1633,1023,1579,4737
2017-05-31,5302,1463,542,1275,2415,2948,1638,1029,1582,4778
2017-06-01,5769,1462,520,1211,2176,2855,1434,984,1487,4770
2017-06-02,4631,1379,531,1095,1884,2675,1470,988,1421,4690
2017-06-03,3514,1088,425,489,1787,2236,1329,836,1283,4109
2017-06-04,4272,1160,383,436,1825,3034,2381,837,1655,4047
2017-06-05,5168,1241,495,1054,1957,2788,1571,1002,1441,4646
2017-06-06,5232,1288,524,1170,2161,3025,1636,1010,1684,5159
2017-06-07,5318,1389,498,1226,2360,3069,1665,1032,2205,5177
2017-06-08,4931,1292,566,1175,2365,2908,1602,998,2408,4946
2017-06-09,4452,1221,455,919,2151,2670,1427,920,2429,4897
2017-06-10,3526,1010,379,422,1867,2495,1382,839,2121,4221
2017-06-11,3543,1015,362,403,1841,2474,1337,798,2279,4391
2017-06-12,4705,1294,518,1180,2258,3040,1729,1094,2554,5106
2017-06-13,4869,1332,528,1175,2401,3260,1902,1122,3412,5460
2017-06-14,5125,1332,568,1168,2642,3291,1774,1150,3725,5766
2017-06-15,5122,1300,495,1131,2402,3176,1673,1091,3781,5376
2017-06-16,5578,1432,454,948,2228,2791,1501,965,3468,4799
2017-06-17,3584,1826,369,421,1749,2283,1232,794,3443,4050
2017-06-18,3469,2345,379,465,1834,2475,1267,842,3531,4069
2017-06-19,4739,2245,511,1145,2248,3007,1662,1033,3418,5033
2017-06-20,4883,1882,561,1230,2335,3323,1838,1060,3386,5223
2017-06-21,5653,1652,642,1160,2204,3169,1726,1043,3409,4926
2017-06-22,5516,1563,524,1149,2201,3159,1616,1027,3437,4971
2017-06-23,4090,1379,481,942,2224,2932,1493,927,3377,4503
2017-06-24,3378,1033,384,409,2067,2535,1266,840,3099,4045
2017-06-25,3162,1147,387,389,2003,2524,1289,837,3303,3937
2017-06-26,4314,1549,588,1013,2238,2937,1507,952,1524,4451
2017-06-27,4725,1397,558,1096,3243,3753,2519,1494,1751,5408
2017-06-28,4995,1431,565,1103,3814,3527,2475,1120,1932,9262
2017-06-29,4710,1451,517,1167,2701,3301,1617,1027,3429,5018
2017-06-30,4361,2470,578,968,2283,2896,1391,878,3024,4666
2017-07-01,3397,1002,396,381,2052,2638,1329,850,2880,4220
2017-07-02,3649,1046,381,408,2020,2874,1524,908,3076,4218
2017-07-03,4547,1351,577,882,2305,3078,1635,1059,3354,4816
2017-07-04,4625,1344,536,930,2355,3170,1622,960,3601,4716
2017-07-05,4966,1322,500,1069,2247,2958,1520,1051,2663,4893
2017-07-06,5618,1438,515,1172,2332,3062,1538,1085,1544,4693
2017-07-07,4547,1316,506,978,2032,2715,1365,904,1382,4546
2017-07-08,3522,1065,365,420,1805,2500,1252,895,1174,4182
2017-07-09,3627,1024,374,454,1780,2537,1422,970,1263,4316
2017-07-10,4918,1374,540,1290,2124,3066,1577,1059,1705,4752
2017-07-11,5353,1383,532,1208,2587,3154,1534,1069,2186,4944
2017-07-12,5037,1401,481,1194,2153,3221,1635,1135,1981,5555
2017-07-13,4979,1336,519,1141,1943,3100,1375,954,1715,4864
2017-07-14,5248,1208,474,1003,1837,2638,1252,896,1393,4584
2017-07-15,3513,980,369,410,1612,2277,1151,731,1229,4085
2017-07-16,3655,1065,388,487,1790,2450,1274,874,1298,4004
2017-07-17,4929,1388,529,1087,1966,2917,1458,953,1608,4727
2017-07-18,5120,1452,636,1315,2110,2934,1474,992,1495,4747
2017-07-19,5138,1397,637,1096,2145,2970,1428,981,1502,4937
2017-07-20,4920,1284,591,1126,2206,2872,1356,924,1510,4696
2017-07-21,4247,1262,506,918,2017,2591,1306,878,1368,4288
2017-07-22,4380,1100,414,436,1682,4214,1220,795,1262,3930
